"teams","pr_rnk","wins","loss","yr","conf"
"Rhode Island",NA,"25","10","2017","atlantic-10"
"Richmond",NA,"22","13","2017","atlantic-10"
"St. Bonaventure",NA,"20","12","2017","atlantic-10"
"George Washington",NA,"20","15","2017","atlantic-10"
"George Mason",NA,"20","14","2017","atlantic-10"
"La Salle",NA,"15","15","2017","atlantic-10"
"Davidson",NA,"17","15","2017","atlantic-10"
"Fordham",NA,"13","19","2017","atlantic-10"
"Saint Louis",NA,"12","21","2017","atlantic-10"
"Massachusetts",NA,"15","18","2017","atlantic-10"
"Saint Joseph's",NA,"11","20","2017","atlantic-10"
"Duquesne",NA,"10","22","2017","atlantic-10"
"Rhode Island",NA,"20","3","2018","atlantic-10"
"St. Bonaventure",NA,"18","6","2018","atlantic-10"
"Davidson",NA,"13","10","2018","atlantic-10"
"Virginia Commonwealth",NA,"15","10","2018","atlantic-10"
"Richmond",NA,"9","15","2018","atlantic-10"
"Saint Louis",NA,"14","12","2018","atlantic-10"
"Duquesne",NA,"15","11","2018","atlantic-10"
"Dayton",NA,"11","13","2018","atlantic-10"
"George Mason",NA,"11","14","2018","atlantic-10"
"Saint Joseph's",NA,"10","14","2018","atlantic-10"
"Massachusetts",NA,"11","14","2018","atlantic-10"
"La Salle",NA,"10","15","2018","atlantic-10"
"Fordham",NA,"9","15","2018","atlantic-10"
"George Washington",NA,"10","15","2018","atlantic-10"
"Belmont",NA,"17","12","2003","atlantic-sun"
"Jacksonville State",NA,"20","10","2003","atlantic-sun"
"Samford",NA,"13","15","2003","atlantic-sun"
"Georgia State",NA,"14","15","2003","atlantic-sun"
"Gardner-Webb",NA,"5","24","2003","atlantic-sun"
"Campbell",NA,"5","22","2003","atlantic-sun"
"Troy",NA,"26","6","2003","atlantic-sun"
"Mercer",NA,"23","6","2003","atlantic-sun"
"Central Florida",NA,"21","11","2003","atlantic-sun"
"Jacksonville",NA,"13","16","2003","atlantic-sun"
"Stetson",NA,"7","20","2003","atlantic-sun"
"Florida Atlantic",NA,"7","21","2003","atlantic-sun"
"Troy",NA,"24","7","2004","atlantic-sun"
"Central Florida",NA,"25","6","2004","atlantic-sun"
"Belmont",NA,"21","9","2004","atlantic-sun"
"Georgia State",NA,"20","9","2004","atlantic-sun"
"Stetson",NA,"12","15","2004","atlantic-sun"
"Mercer",NA,"12","18","2004","atlantic-sun"
"Jacksonville",NA,"13","15","2004","atlantic-sun"
"Florida Atlantic",NA,"9","19","2004","atlantic-sun"
"Gardner-Webb",NA,"9","20","2004","atlantic-sun"
"Lipscomb",NA,"7","21","2004","atlantic-sun"
"Campbell",NA,"3","24","2004","atlantic-sun"
"Central Florida",NA,"24","9","2005","atlantic-sun"
"Gardner-Webb",NA,"18","12","2005","atlantic-sun"
"Belmont",NA,"14","16","2005","atlantic-sun"
"Lipscomb",NA,"16","12","2005","atlantic-sun"
"Mercer",NA,"16","12","2005","atlantic-sun"
"Jacksonville",NA,"16","13","2005","atlantic-sun"
"Georgia State",NA,"14","15","2005","atlantic-sun"
"Troy",NA,"12","18","2005","atlantic-sun"
"Florida Atlantic",NA,"10","17","2005","atlantic-sun"
"Stetson",NA,"10","17","2005","atlantic-sun"
"Campbell",NA,"2","25","2005","atlantic-sun"
"Lipscomb",NA,"21","11","2006","atlantic-sun"
"Belmont",NA,"20","11","2006","atlantic-sun"
"Florida Atlantic",NA,"15","13","2006","atlantic-sun"
"Gardner-Webb",NA,"17","12","2006","atlantic-sun"
"East Tennessee State",NA,"15","13","2006","atlantic-sun"
"Stetson",NA,"14","18","2006","atlantic-sun"
"Kennesaw State-nm",NA,"12","17","2006","atlantic-sun"
"Campbell",NA,"10","18","2006","atlantic-sun"
"Mercer",NA,"9","19","2006","atlantic-sun"
"North Florida-nm",NA,"6","22","2006","atlantic-sun"
"Jacksonville",NA,"1","26","2006","atlantic-sun"
"East Tennessee State",NA,"24","10","2007","atlantic-sun"
"Belmont",NA,"23","10","2007","atlantic-sun"
"Lipscomb",NA,"18","13","2007","atlantic-sun"
"Jacksonville",NA,"15","14","2007","atlantic-sun"
"Kennesaw State-nm",NA,"13","18","2007","atlantic-sun"
"Mercer",NA,"13","17","2007","atlantic-sun"
"Campbell",NA,"14","17","2007","atlantic-sun"
"Gardner-Webb",NA,"9","21","2007","atlantic-sun"
"Stetson",NA,"11","20","2007","atlantic-sun"
"North Florida-nm",NA,"3","26","2007","atlantic-sun"
"Belmont",NA,"25","9","2008","atlantic-sun"
"Jacksonville",NA,"18","13","2008","atlantic-sun"
"East Tennessee State",NA,"19","13","2008","atlantic-sun"
"Stetson",NA,"16","16","2008","atlantic-sun"
"Gardner-Webb",NA,"16","16","2008","atlantic-sun"
"Lipscomb",NA,"15","16","2008","atlantic-sun"
"Kennesaw State-nm",NA,"10","20","2008","atlantic-sun"
"Mercer",NA,"11","19","2008","atlantic-sun"
"Florida Gulf Coast-nm",NA,"10","21","2008","atlantic-sun"
"Campbell",NA,"10","20","2008","atlantic-sun"
"South Carolina Upstate-nm",NA,"7","23","2008","atlantic-sun"
"North Florida-nm",NA,"3","26","2008","atlantic-sun"
"Jacksonville",NA,"18","14","2009","atlantic-sun"
"East Tennessee State",NA,"23","11","2009","atlantic-sun"
"Belmont",NA,"20","13","2009","atlantic-sun"
"Lipscomb",NA,"17","14","2009","atlantic-sun"
"Mercer",NA,"17","15","2009","atlantic-sun"
"Campbell",NA,"14","16","2009","atlantic-sun"
"Stetson",NA,"13","17","2009","atlantic-sun"
"South Carolina Upstate-nm",NA,"9","21","2009","atlantic-sun"
"Florida Gulf Coast-nm",NA,"11","20","2009","atlantic-sun"
"North Florida-nm",NA,"8","22","2009","atlantic-sun"
"Kennesaw State-nm",NA,"7","22","2009","atlantic-sun"
"Lipscomb",NA,"17","13","2010","atlantic-sun"
"Jacksonville",NA,"20","13","2010","atlantic-sun"
"Belmont",NA,"19","12","2010","atlantic-sun"
"Campbell",NA,"19","11","2010","atlantic-sun"
"East Tennessee State",NA,"20","15","2010","atlantic-sun"
"Mercer",NA,"16","17","2010","atlantic-sun"
"North Florida",NA,"13","18","2010","atlantic-sun"
"Kennesaw State",NA,"13","20","2010","atlantic-sun"
"South Carolina Upstate-nm",NA,"6","23","2010","atlantic-sun"
"Florida Gulf Coast-nm",NA,"8","21","2010","atlantic-sun"
"Stetson",NA,"7","22","2010","atlantic-sun"
"Belmont",NA,"30","5","2011","atlantic-sun"
"East Tennessee State",NA,"24","12","2011","atlantic-sun"
"Jacksonville",NA,"20","12","2011","atlantic-sun"
"Lipscomb",NA,"17","13","2011","atlantic-sun"
"Mercer",NA,"15","18","2011","atlantic-sun"
"North Florida",NA,"15","19","2011","atlantic-sun"
"Florida Gulf Coast",NA,"10","20","2011","atlantic-sun"
"Campbell",NA,"12","19","2011","atlantic-sun"
"Kennesaw State",NA,"8","23","2011","atlantic-sun"
"Stetson",NA,"8","23","2011","atlantic-sun"
"South Carolina Upstate",NA,"5","25","2011","atlantic-sun"
"Belmont",NA,"27","8","2012","atlantic-sun"
"Mercer",NA,"27","11","2012","atlantic-sun"
"South Carolina Upstate",NA,"21","13","2012","atlantic-sun"
"East Tennessee State",NA,"17","14","2012","atlantic-sun"
"North Florida",NA,"16","16","2012","atlantic-sun"
"Florida Gulf Coast",NA,"15","17","2012","atlantic-sun"
"Lipscomb",NA,"13","18","2012","atlantic-sun"
"Stetson",NA,"9","20","2012","atlantic-sun"
"Jacksonville",NA,"8","22","2012","atlantic-sun"
"Kennesaw State",NA,"3","28","2012","atlantic-sun"
"Mercer",NA,"24","12","2013","atlantic-sun"
"Florida Gulf Coast",NA,"26","11","2013","atlantic-sun"
"Stetson",NA,"15","16","2013","atlantic-sun"
"South Carolina Upstate",NA,"16","17","2013","atlantic-sun"
"Jacksonville",NA,"14","18","2013","atlantic-sun"
"Northern Kentucky",NA,"11","16","2013","atlantic-sun"
"North Florida",NA,"13","19","2013","atlantic-sun"
"East Tennessee State",NA,"10","22","2013","atlantic-sun"
"Lipscomb",NA,"12","18","2013","atlantic-sun"
"Kennesaw State",NA,"3","27","2013","atlantic-sun"
"Mercer",NA,"27","9","2014","atlantic-sun"
"Florida Gulf Coast",NA,"22","13","2014","atlantic-sun"
"South Carolina Upstate",NA,"19","15","2014","atlantic-sun"
"East Tennessee State",NA,"19","16","2014","atlantic-sun"
"Lipscomb",NA,"15","15","2014","atlantic-sun"
"North Florida",NA,"16","16","2014","atlantic-sun"
"Jacksonville",NA,"12","18","2014","atlantic-sun"
"Northern Kentucky",NA,"9","21","2014","atlantic-sun"
"Stetson",NA,"7","24","2014","atlantic-sun"
"Kennesaw State",NA,"6","25","2014","atlantic-sun"
"North Florida",NA,"23","12","2015","atlantic-sun"
"Florida Gulf Coast",NA,"22","11","2015","atlantic-sun"
"South Carolina Upstate",NA,"24","12","2015","atlantic-sun"
"Lipscomb",NA,"14","17","2015","atlantic-sun"
"Northern Kentucky",NA,"13","17","2015","atlantic-sun"
"Jacksonville",NA,"10","22","2015","atlantic-sun"
"Kennesaw State",NA,"10","22","2015","atlantic-sun"
"Stetson",NA,"9","22","2015","atlantic-sun"
"North Florida",NA,"22","12","2016","atlantic-sun"
"Florida Gulf Coast",NA,"21","14","2016","atlantic-sun"
"NJIT",NA,"20","15","2016","atlantic-sun"
"Jacksonville",NA,"16","16","2016","atlantic-sun"
"Lipscomb",NA,"12","21","2016","atlantic-sun"
"Kennesaw State",NA,"11","20","2016","atlantic-sun"
"Stetson",NA,"12","22","2016","atlantic-sun"
"South Carolina Upstate",NA,"10","22","2016","atlantic-sun"
"Florida Gulf Coast",NA,"26","8","2017","atlantic-sun"
"Lipscomb",NA,"20","13","2017","atlantic-sun"
"North Florida",NA,"15","19","2017","atlantic-sun"
"South Carolina Upstate",NA,"17","16","2017","atlantic-sun"
"Kennesaw State",NA,"14","18","2017","atlantic-sun"
"Jacksonville",NA,"17","16","2017","atlantic-sun"
"NJIT",NA,"11","20","2017","atlantic-sun"
"Stetson",NA,"11","21","2017","atlantic-sun"
"Florida Gulf Coast",NA,"20","8","2018","atlantic-sun"
"Lipscomb",NA,"17","9","2018","atlantic-sun"
"Jacksonville",NA,"12","16","2018","atlantic-sun"
"NJIT",NA,"12","14","2018","atlantic-sun"
"North Florida",NA,"11","17","2018","atlantic-sun"
"Kennesaw State",NA,"9","17","2018","atlantic-sun"
"Stetson",NA,"11","17","2018","atlantic-sun"
"South Carolina Upstate",NA,"7","21","2018","atlantic-sun"
"Kansas","2","30","8","2003","big-12"
"Texas","4","26","7","2003","big-12"
"Oklahoma","3","27","7","2003","big-12"
"Oklahoma State",NA,"22","10","2003","big-12"
"Missouri",NA,"22","11","2003","big-12"
"Colorado",NA,"20","12","2003","big-12"
"Texas Tech",NA,"22","13","2003","big-12"
"Texas A&M",NA,"14","14","2003","big-12"
"Iowa State",NA,"17","14","2003","big-12"
"Baylor","19","14","14","2003","big-12"
"Kansas State",NA,"13","17","2003","big-12"
"Nebraska",NA,"11","19","2003","big-12"
"Oklahoma State","25","31","4","2004","big-12"
"Texas","12","25","8","2004","big-12"
"Kansas","6","24","9","2004","big-12"
"Colorado",NA,"18","11","2004","big-12"
"Texas Tech",NA,"23","11","2004","big-12"
"Missouri","5","16","14","2004","big-12"
"Oklahoma",NA,"20","11","2004","big-12"
"Iowa State",NA,"20","13","2004","big-12"
"Kansas State","14","14","14","2004","big-12"
"Nebraska",NA,"18","13","2004","big-12"
"Baylor",NA,"8","21","2004","big-12"
"Texas A&M",NA,"7","21","2004","big-12"
"Oklahoma",NA,"25","8","2005","big-12"
"Kansas","1","23","7","2005","big-12"
"Oklahoma State","7","26","7","2005","big-12"
"Texas Tech",NA,"22","11","2005","big-12"
"Iowa State",NA,"19","12","2005","big-12"
"Texas","16","20","11","2005","big-12"
"Texas A&M",NA,"21","10","2005","big-12"
"Missouri",NA,"16","17","2005","big-12"
"Nebraska",NA,"14","14","2005","big-12"
"Kansas State",NA,"17","12","2005","big-12"
"Colorado",NA,"14","16","2005","big-12"
"Baylor",NA,"9","19","2005","big-12"
"Texas","2","30","7","2006","big-12"
"Kansas",NA,"25","8","2006","big-12"
"Oklahoma","6","20","9","2006","big-12"
"Texas A&M",NA,"22","9","2006","big-12"
"Colorado",NA,"20","10","2006","big-12"
"Nebraska",NA,"19","14","2006","big-12"
"Oklahoma State",NA,"17","16","2006","big-12"
"Texas Tech",NA,"15","17","2006","big-12"
"Kansas State","25","15","13","2006","big-12"
"Iowa State",NA,"16","14","2006","big-12"
"Missouri",NA,"12","16","2006","big-12"
"Baylor",NA,"4","13","2006","big-12"
"Kansas","3","33","5","2007","big-12"
"Texas A&M","13","27","7","2007","big-12"
"Texas","21","25","10","2007","big-12"
"Kansas State",NA,"23","12","2007","big-12"
"Texas Tech",NA,"21","13","2007","big-12"
"Missouri",NA,"18","12","2007","big-12"
"Oklahoma State",NA,"22","13","2007","big-12"
"Iowa State",NA,"15","16","2007","big-12"
"Oklahoma",NA,"16","15","2007","big-12"
"Nebraska",NA,"17","14","2007","big-12"
"Baylor",NA,"15","16","2007","big-12"
"Colorado",NA,"7","20","2007","big-12"
"Texas","15","31","7","2008","big-12"
"Kansas","4","37","3","2008","big-12"
"Kansas State",NA,"21","12","2008","big-12"
"Oklahoma",NA,"23","12","2008","big-12"
"Baylor","16","21","11","2008","big-12"
"Texas A&M",NA,"25","11","2008","big-12"
"Nebraska",NA,"20","13","2008","big-12"
"Texas Tech",NA,"16","15","2008","big-12"
"Oklahoma State",NA,"17","16","2008","big-12"
"Missouri",NA,"16","16","2008","big-12"
"Iowa State","25","14","18","2008","big-12"
"Colorado",NA,"12","20","2008","big-12"
"Kansas",NA,"27","8","2009","big-12"
"Oklahoma","24","30","6","2009","big-12"
"Missouri","12","31","7","2009","big-12"
"Kansas State",NA,"22","12","2009","big-12"
"Texas",NA,"23","12","2009","big-12"
"Texas A&M","7","24","10","2009","big-12"
"Oklahoma State",NA,"23","12","2009","big-12"
"Nebraska",NA,"18","13","2009","big-12"
"Baylor",NA,"24","15","2009","big-12"
"Iowa State",NA,"15","17","2009","big-12"
"Texas Tech",NA,"14","19","2009","big-12"
"Colorado",NA,"9","22","2009","big-12"
"Kansas","1","33","3","2010","big-12"
"Kansas State",NA,"29","8","2010","big-12"
"Baylor",NA,"28","8","2010","big-12"
"Texas A&M",NA,"24","10","2010","big-12"
"Missouri",NA,"23","11","2010","big-12"
"Texas","3","24","10","2010","big-12"
"Oklahoma State",NA,"22","11","2010","big-12"
"Colorado",NA,"15","16","2010","big-12"
"Texas Tech",NA,"19","16","2010","big-12"
"Oklahoma",NA,"13","18","2010","big-12"
"Iowa State",NA,"15","17","2010","big-12"
"Nebraska","17","15","18","2010","big-12"
"Kansas","7","35","3","2011","big-12"
"Texas",NA,"28","8","2011","big-12"
"Texas A&M",NA,"24","9","2011","big-12"
"Kansas State","3","23","11","2011","big-12"
"Missouri","15","23","11","2011","big-12"
"Colorado",NA,"24","14","2011","big-12"
"Nebraska",NA,"19","13","2011","big-12"
"Baylor","16","18","13","2011","big-12"
"Oklahoma State",NA,"20","14","2011","big-12"
"Oklahoma",NA,"14","18","2011","big-12"
"Texas Tech",NA,"13","19","2011","big-12"
"Iowa State",NA,"16","16","2011","big-12"
"Kansas","13","32","7","2012","big-12"
"Missouri","25","30","5","2012","big-12"
"Baylor","12","30","8","2012","big-12"
"Iowa State",NA,"23","11","2012","big-12"
"Kansas State",NA,"22","11","2012","big-12"
"Texas",NA,"20","14","2012","big-12"
"Oklahoma State",NA,"15","18","2012","big-12"
"Oklahoma",NA,"15","16","2012","big-12"
"Texas A&M","20","14","18","2012","big-12"
"Texas Tech",NA,"8","23","2012","big-12"
"Kansas","7","31","6","2013","big-12"
"Kansas State",NA,"27","8","2013","big-12"
"Oklahoma State",NA,"24","9","2013","big-12"
"Oklahoma",NA,"20","12","2013","big-12"
"Iowa State",NA,"23","12","2013","big-12"
"Baylor","19","23","14","2013","big-12"
"Texas",NA,"16","18","2013","big-12"
"West Virginia",NA,"13","19","2013","big-12"
"Texas Tech",NA,"11","20","2013","big-12"
"Texas Christian",NA,"11","21","2013","big-12"
"Kansas",NA,"25","10","2014","big-12"
"Oklahoma",NA,"23","10","2014","big-12"
"Iowa State","5","28","8","2014","big-12"
"Texas","9","24","11","2014","big-12"
"Kansas State",NA,"20","13","2014","big-12"
"Baylor",NA,"26","12","2014","big-12"
"West Virginia","25","17","16","2014","big-12"
"Oklahoma State",NA,"21","13","2014","big-12"
"Texas Tech",NA,"14","18","2014","big-12"
"Texas Christian",NA,"9","22","2014","big-12"
"Kansas","5","27","9","2015","big-12"
"Iowa State","14","25","9","2015","big-12"
"Oklahoma","19","24","11","2015","big-12"
"West Virginia",NA,"25","10","2015","big-12"
"Baylor",NA,"24","10","2015","big-12"
"Texas","10","20","14","2015","big-12"
"Oklahoma State",NA,"18","14","2015","big-12"
"Kansas State",NA,"15","17","2015","big-12"
"Texas Christian",NA,"18","15","2015","big-12"
"Texas Tech",NA,"13","19","2015","big-12"
"Kansas","4","33","5","2016","big-12"
"West Virginia",NA,"26","9","2016","big-12"
"Oklahoma","8","29","8","2016","big-12"
"Texas",NA,"20","13","2016","big-12"
"Iowa State","7","23","12","2016","big-12"
"Baylor",NA,"22","12","2016","big-12"
"Texas Tech",NA,"19","13","2016","big-12"
"Kansas State","22","17","16","2016","big-12"
"Oklahoma State",NA,"12","20","2016","big-12"
"Texas Christian",NA,"12","21","2016","big-12"
"Kansas","3","31","5","2017","big-12"
"Baylor",NA,"27","8","2017","big-12"
"West Virginia","20","28","9","2017","big-12"
"Iowa State","24","24","11","2017","big-12"
"Oklahoma State",NA,"20","13","2017","big-12"
"Kansas State",NA,"21","14","2017","big-12"
"Texas Christian",NA,"24","15","2017","big-12"
"Texas Tech",NA,"18","14","2017","big-12"
"Oklahoma",NA,"11","20","2017","big-12"
"Texas","21","11","22","2017","big-12"
"Texas Tech",NA,"21","4","2018","big-12"
"Kansas","4","19","6","2018","big-12"
"West Virginia","24","18","7","2018","big-12"
"Kansas State",NA,"17","8","2018","big-12"
"Oklahoma",NA,"16","8","2018","big-12"
"Texas Christian",NA,"17","8","2018","big-12"
"Baylor","11","15","10","2018","big-12"
"Oklahoma State",NA,"15","10","2018","big-12"
"Texas",NA,"15","10","2018","big-12"
"Iowa State",NA,"13","11","2018","big-12"
"Boston College",NA,"19","12","2003","big-east"
"Connecticut",NA,"23","10","2003","big-east"
"Providence",NA,"18","14","2003","big-east"
"Villanova",NA,"15","16","2003","big-east"
"St. John's (NY)","5","21","13","2003","big-east"
"Miami (FL)",NA,"11","17","2003","big-east"
"Virginia Tech",NA,"11","18","2003","big-east"
"Syracuse",NA,"30","5","2003","big-east"
"Pittsburgh",NA,"28","5","2003","big-east"
"Seton Hall",NA,"17","13","2003","big-east"
"Notre Dame",NA,"24","10","2003","big-east"
"Georgetown","15","19","15","2003","big-east"
"West Virginia",NA,"14","15","2003","big-east"
"Rutgers",NA,"12","16","2003","big-east"
"Pittsburgh","22","31","5","2004","big-east"
"Connecticut","1","33","6","2004","big-east"
"Providence",NA,"20","9","2004","big-east"
"Syracuse","7","23","8","2004","big-east"
